LotFrontage,LotArea,BldgType,OverallQual,OverallCond,FullBath,HalfBath,TotRmsAbvGrd,YearBuilt,TotalBsmtSF,BedroomAbvGr,Heating,CentralAir,GrLivArea,PoolArea,YrSold,SalePrice
72,12803,1Fam,7,7,1,0,8,2002,525,3,GasA,Y,1362,0,2007,151553.964007065
83,7000,TwnhsE,9,5,2,0,7,2005,980,3,GasA,Y,1971,0,2009,281136.126773078
80,9600,TwnhsE,5,5,1,0,7,1997,802,2,GasA,Y,1228,0,2009,142999.37130868
67,6000,1Fam,8,5,2,1,6,1977,1710,2,GasA,Y,1494,0,2007,250563.746495622
65,2117,Duplex,9,6,2,1,8,1971,1414,2,GasA,Y,1620,0,2008,227287.704914917
85,11241,1Fam,6,9,2,0,5,1993,795,2,GasA,Y,1363,0,2007,149800.469185274
0,7750,1Fam,6,5,1,1,5,2005,0,3,GasA,Y,694,0,2006,123264.211702316
0,16659,1Fam,5,7,2,0,6,1972,927,3,GasA,Y,1414,0,2010,175773.97629479
55,7313,1Fam,7,5,1,0,6,1976,1117,3,GasA,Y,965,0,2009,108391.757311954
70,11070,1Fam,7,5,2,0,7,2007,1536,3,GasA,Y,1391,0,2009,217115.091010939
112,8176,1Fam,4,4,1,1,4,1918,1428,3,GasA,Y,2022,0,2008,165238.788992994
50,8777,1Fam,7,7,2,0,6,1925,600,3,GasA,Y,1040,0,2008,147513.860821415
0,10007,Duplex,6,8,3,1,7,2009,735,3,GasA,N,1502,0,2009,160275.860954851
0,12227,1Fam,6,5,2,0,5,1910,864,3,GasA,Y,2353,0,2009,176880.666591392
80,9236,Twnhs,7,5,2,0,7,1970,1040,4,GasA,Y,2612,0,2007,211244.058222543
36,15660,1Fam,7,7,2,1,6,1997,731,2,GasA,Y,1776,0,2009,225255.487702844
78,7200,1Fam,8,5,2,0,6,1948,840,3,GasA,Y,1638,0,2007,167810.950274384
60,7200,1Fam,5,5,1,1,8,1959,882,3,GasA,Y,1625,0,2006,136809.856489146
47,13501,1Fam,6,5,1,0,7,1972,742,3,GasA,Y,1244,0,2009,131282.4990525
50,4388,TwnhsE,4,5,2,0,4,1967,1373,3,GasA,Y,825,0,2009,128372.16669205
105,11844,Duplex,6,5,1,0,6,1928,1232,3,GasA,Y,1040,0,2007,187208.362481961
65,8963,1Fam,5,6,2,0,6,2005,720,1,GasA,Y,1142,0,2008,195935.499639038
50,4500,Duplex,7,6,1,1,6,1890,840,2,GasA,Y,1296,0,2010,150012.723820746
30,15602,1Fam,4,6,2,0,5,1958,1522,2,GasA,Y,1456,0,2006,150466.678861697
80,8816,1Fam,6,5,1,0,6,1967,1362,3,GasA,Y,1048,0,2009,163556.39785824
60,12735,TwnhsE,7,6,2,0,5,2007,1203,6,GasA,Y,2042,0,2006,262744.060644421
55,8472,1Fam,5,5,1,1,6,1999,1638,2,GasA,Y,1493,0,2009,188815.535763485
73,9303,TwnhsE,5,6,2,0,7,1965,876,4,GasA,Y,1978,0,2007,137142.57661412
67,1680,1Fam,5,5,2,2,6,2004,372,2,GasA,Y,1479,0,2010,125388.791871865
0,10140,1Fam,5,8,1,1,10,1998,1484,2,GasA,Y,1004,0,2009,182231.634703662
58,7800,1Fam,5,6,1,0,6,1912,970,4,GasA,Y,1661,0,2009,173200.444440843
60,18450,1Fam,5,5,3,0,7,1918,840,3,GasA,Y,1426,0,2009,96749.4037732591
70,25000,1Fam,6,6,2,0,8,1972,864,3,GasA,Y,1269,0,2010,155377.922868265
70,9000,1Fam,7,5,1,1,7,1975,1860,2,GasA,Y,1148,0,2010,199365.817849611
72,10029,1Fam,7,5,1,0,7,2001,1116,3,GasA,Y,1392,0,2009,180555.637335966
55,4274,1Fam,7,6,2,0,6,1958,1337,4,GasA,N,1253,0,2009,152021.817953005
144,53504,1Fam,5,5,0,0,6,1972,928,2,GasA,Y,1040,0,2007,151221.939631936
102,10832,1Fam,5,5,1,0,7,1983,644,1,GasA,Y,1644,0,2008,173507.580659535
80,8544,1Fam,6,5,1,1,7,1956,1184,4,GasA,Y,1004,0,2006,132853.349414868
75,10440,1Fam,8,5,1,0,5,1965,1580,4,GasA,Y,1320,0,2009,156099.892803179
0,3000,1Fam,6,6,1,0,6,1958,1392,2,GasA,Y,987,0,2006,140277.168146691
85,21453,Duplex,6,5,1,0,7,1920,1522,2,GasA,Y,1044,0,2006,137023.983031134
0,25286,TwnhsE,9,5,1,0,6,1923,768,3,GasA,Y,2198,0,2009,230765.138176067
75,7560,1Fam,5,9,2,0,5,1910,2153,3,GasA,Y,2417,0,2010,204932.487702912
74,7000,1Fam,6,5,1,0,9,1946,483,2,GasA,Y,2715,0,2007,180751.939580339
80,10010,1Fam,9,6,2,0,8,1937,980,3,GasA,Y,1200,0,2007,175370.880296202
48,7200,1Fam,8,7,2,1,4,1893,1161,3,GasA,N,2520,0,2009,246854.306866653
86,10421,1Fam,5,5,1,0,6,1999,1099,3,GasA,Y,2574,0,2008,204322.100517296
71,9765,2fmCon,8,5,2,0,6,2007,1650,3,GasA,Y,1344,512,2006,230717.032792355
0,7851,1Fam,7,5,2,0,6,1953,560,3,GasA,Y,1593,0,2010,183234.942608548
77,6930,1Fam,9,5,2,1,10,1920,970,3,GasA,Y,1163,0,2008,252433.388665198
64,5925,1Fam,5,6,2,0,4,1922,1094,3,GasA,Y,1796,0,2007,176792.935136792
43,6768,1Fam,7,5,2,1,7,1996,0,3,GasA,Y,1796,0,2006,173331.15810173
80,12474,1Fam,5,5,1,1,6,2006,1470,2,GasA,Y,943,0,2007,140606.655073591
70,10000,1Fam,7,5,1,1,8,1973,1370,3,GasA,Y,1470,0,2007,163306.960767512
75,8450,1Fam,7,5,1,0,5,1960,802,4,GasA,Y,2374,0,2007,208572.267678958
86,4590,1Fam,5,5,2,1,4,1955,1442,3,GasW,Y,1121,0,2007,133262.135302576
82,5232,1Fam,9,6,2,0,5,1986,1505,2,GasA,Y,2132,0,2010,316128.119695333
85,9303,1Fam,6,9,2,0,8,1952,1034,1,GasA,Y,1768,0,2007,173488.917820138
85,9245,1Fam,4,5,2,0,6,1938,901,3,GasA,Y,1285,0,2008,111256.610072296
107,8281,1Fam,6,5,2,0,7,1963,525,4,GasA,N,1512,0,2006,123830.344511343
0,9947,1Fam,5,5,1,0,5,1952,910,3,GasA,Y,1228,0,2009,135935.291063427
92,9920,1Fam,4,8,2,0,6,2007,728,3,GasA,Y,1392,0,2007,139627.331719687
0,7064,1Fam,5,5,1,0,4,1999,1494,2,GasA,Y,1125,0,2007,171412.114488988
21,8366,1Fam,7,3,2,0,5,1920,1517,3,GasA,Y,2080,0,2010,207364.323789179
130,2448,1Fam,5,5,2,1,5,1962,1215,2,GasA,Y,1826,0,2009,177647.098349732
0,13501,1Fam,7,5,1,0,5,1920,1496,2,GasA,Y,960,0,2007,165744.255539997
0,10921,1Fam,5,8,1,0,8,1971,943,4,GasA,Y,1297,0,2007,140068.693406378
64,14115,1Fam,5,5,1,0,8,1954,1021,3,GasA,Y,1935,0,2009,178735.41353693
0,5784,TwnhsE,7,6,1,0,10,1915,1228,4,GasA,Y,912,0,2007,171232.471427836
82,7750,TwnhsE,5,5,1,1,7,1976,1052,3,GasA,Y,1604,0,2006,167096.391415639
0,8737,1Fam,7,5,1,0,5,1945,864,3,GasA,Y,1786,0,2007,205119.693604733
90,11851,1Fam,5,6,1,0,9,1957,1424,3,GasA,Y,1949,0,2006,174513.011661883
91,8064,1Fam,9,5,1,0,4,1967,1419,5,GasA,Y,840,0,2007,238670.127197552
82,1300,TwnhsE,5,5,2,1,7,1967,1358,4,GasA,Y,1535,0,2007,123020.915627342
60,8658,1Fam,5,5,2,0,7,2003,1078,3,GasA,Y,1960,0,2007,199252.017743106
74,6204,1Fam,4,5,1,0,8,1976,1573,1,GasA,Y,1464,0,2008,165326.380315917
59,5232,1Fam,5,6,2,0,10,1999,1144,3,GasA,Y,2728,0,2009,244545.420826197
50,8400,Twnhs,7,6,1,0,7,1982,1268,3,GasA,Y,924,0,2006,161766.656437819
44,12144,TwnhsE,5,5,1,0,6,2006,840,2,GasA,Y,2775,0,2008,219842.260192373
44,10603,1Fam,4,5,1,1,7,1976,1498,2,GasA,Y,1194,0,2008,151554.582043097
67,4426,1Fam,8,5,1,1,11,1924,925,3,GasA,Y,1144,0,2009,162350.874945062
78,9317,1Fam,5,8,1,0,7,1976,2042,3,GasA,Y,1422,0,2008,179790.334067935
71,4800,1Fam,6,5,1,1,6,1968,768,2,GasA,Y,1986,0,2009,111946.705523211
50,8973,1Fam,5,6,1,1,5,2009,596,4,GasA,Y,1067,0,2006,170555.236649705
95,9320,1Fam,5,8,2,1,6,1995,868,3,GasA,Y,1935,0,2010,168979.656856123
82,6820,1Fam,5,5,1,0,5,2004,1340,1,GasA,N,1164,0,2007,206310.616896825
50,2665,1Fam,5,6,2,1,6,1926,1080,2,GasA,Y,1484,0,2007,146259.992387895
75,8004,1Fam,4,6,2,0,9,1951,880,2,GasA,Y,1284,0,2010,71649.2209018986
75,4043,1Fam,6,9,1,0,6,1936,1559,3,GasA,Y,2110,0,2007,223494.189851521
80,11900,1Fam,6,5,2,0,7,2006,923,2,GasA,Y,1744,0,2008,201497.031691802
84,9000,1Fam,6,5,2,0,3,1996,970,4,GasA,Y,1394,0,2007,183849.58139782
68,21750,1Fam,6,5,1,0,4,1996,1392,2,GasA,Y,1953,0,2006,176336.610623663
40,12046,TwnhsE,6,2,1,1,7,1972,1573,4,GasA,Y,1180,0,2008,114782.980481044
0,10624,1Fam,7,7,1,0,9,2007,1060,3,GasA,Y,1679,0,2010,240603.099672061
82,8765,1Fam,6,6,1,0,5,1954,1488,3,GasA,Y,1194,0,2007,144936.285140702
60,8414,Twnhs,7,5,1,0,7,2005,876,3,GasA,Y,1739,0,2006,158304.785906465
82,6060,1Fam,1,5,1,0,5,2003,731,3,GasA,Y,1242,0,2008,159647.022177558
51,10800,1Fam,6,7,2,1,6,1958,1304,3,GasA,N,894,0,2007,113040.966729669
70,13500,1Fam,9,5,1,0,6,2004,0,3,GasA,Y,1112,0,2008,172281.310149534
50,13101,1Fam,5,7,1,0,9,1931,1588,2,GasA,Y,1929,0,2006,217057.816968447
66,4590,1Fam,6,7,2,0,9,1920,1462,4,GasA,Y,1232,0,2007,153743.451351621
76,13478,TwnhsE,7,4,1,1,9,1972,572,3,GasA,Y,1090,0,2009,157371.833630085
32,8199,1Fam,6,5,2,0,5,2004,1030,2,GasA,Y,1682,0,2007,181623.019702073
60,13101,1Fam,8,8,1,0,4,2001,856,3,GasA,Y,1336,0,2006,205402.700824375
0,9250,1Fam,7,6,2,0,8,2006,864,3,GasA,Y,720,0,2007,186971.381022942
65,12099,1Fam,7,5,2,1,6,2006,1588,3,GasA,Y,2082,0,2009,275231.507458145
67,8198,1Fam,7,5,1,1,6,1930,1720,3,GasA,N,1638,0,2006,168917.316760089
150,14450,1Fam,6,5,1,0,6,1993,870,3,GasA,Y,1535,0,2007,191718.29484475
60,9600,1Fam,6,7,2,1,9,1910,540,4,GasA,Y,1935,0,2007,145354.509113673
102,7758,1Fam,7,5,2,1,6,1930,617,3,GasA,N,1614,0,2007,111288.366918745
0,17600,1Fam,7,8,2,0,4,2000,848,2,GasA,Y,1600,0,2010,188057.579141329
70,9600,1Fam,7,7,2,1,6,1998,651,3,GasA,Y,1915,0,2009,182559.794459685
66,13005,1Fam,5,5,1,1,9,1960,1240,3,GasA,Y,1148,0,2008,126800.816960606
44,10200,1Fam,1,7,2,0,10,1972,1383,3,GasA,Y,1851,0,2009,153076.001464077
60,10452,1Fam,6,9,1,1,6,1999,945,1,GasA,Y,1539,0,2009,171334.930224354
0,12704,1Fam,5,5,1,0,8,1958,964,3,GasA,Y,1314,0,2008,132231.621666201
62,10530,Twnhs,7,5,2,0,5,1998,945,3,GasA,Y,1535,0,2007,224698.793755703
82,8402,Twnhs,6,5,2,0,8,1999,840,2,GasA,Y,1779,0,2006,187933.412620536
80,5000,1Fam,8,7,2,0,8,1882,673,3,GasA,Y,2000,0,2009,219063.178936629
65,7677,1Fam,6,5,1,0,6,2006,1869,4,GasA,Y,1308,0,2009,191608.584465419
105,12665,1Fam,9,5,1,2,4,1979,864,3,GasA,Y,958,0,2009,203603.744729983
0,12137,TwnhsE,5,6,1,1,6,1980,1490,2,GasA,Y,1302,0,2009,157226.504576191
80,10134,1Fam,5,5,1,0,6,1970,1947,4,GasA,Y,1590,0,2008,138925.891403962
0,11040,1Fam,7,6,2,0,8,1900,1248,3,GasA,Y,1378,0,2008,172833.007017789
0,8730,1Fam,1,5,1,1,6,2005,625,2,GasA,Y,1053,0,2007,135012.004921849
0,9291,1Fam,5,5,2,1,6,1961,2109,2,GasA,Y,784,0,2009,192846.696691586
76,5271,1Fam,7,5,2,1,6,1955,658,3,GasA,Y,720,0,2009,137991.238528537
70,11404,1Fam,6,5,1,1,7,1973,1626,1,GasA,Y,1684,0,2009,178322.729165265
52,4403,1Fam,5,5,1,1,9,2005,884,4,GasA,Y,2084,0,2010,164183.380073762
75,13837,2fmCon,9,5,2,0,12,1999,1157,1,GasA,Y,1136,0,2007,281250.036682605
79,11228,1Fam,5,5,2,0,10,1962,1347,3,GasA,Y,1922,0,2006,178912.774554089
0,9600,1Fam,7,5,1,1,7,1964,1833,2,GasA,Y,2256,0,2009,201572.82928134
69,9000,Twnhs,5,3,2,0,5,1959,1494,3,GasA,Y,875,0,2008,162880.486914621
70,9991,TwnhsE,7,8,2,0,7,2001,1210,3,GasA,Y,1487,0,2007,179491.549444102
66,6858,1Fam,4,5,2,0,5,2005,928,3,GasA,Y,1368,0,2007,145205.288964372
75,7677,1Fam,8,5,2,1,8,1961,907,3,GasA,Y,1328,0,2007,198306.951323854
70,16033,1Fam,6,5,1,0,4,2006,1099,3,GasA,Y,958,0,2007,168987.292490223
0,21750,1Fam,8,5,1,0,6,2002,884,4,GasA,N,2274,0,2009,278261.385955658
0,8125,1Fam,5,5,2,0,7,1994,793,3,GasA,N,789,0,2009,102783.110892925
40,11075,1Fam,8,3,2,0,7,1999,943,3,GasA,N,1389,0,2008,186815.492295682
61,7301,1Fam,5,5,1,0,8,1940,1470,3,GasA,Y,1470,0,2007,116793.055772044
0,7200,1Fam,8,5,1,0,5,1920,939,3,GasA,Y,1145,0,2008,170315.335619952
80,2522,1Fam,6,7,1,0,6,1910,1039,2,GasA,Y,925,0,2008,112060.997351532
0,11885,1Fam,6,5,1,1,5,1970,1833,4,GasA,Y,2069,0,2008,184999.354982188
0,3196,1Fam,8,5,2,0,6,1977,864,4,GasA,Y,1593,0,2009,191558.983327949
95,22420,1Fam,5,8,1,0,5,1912,1010,2,GasA,Y,2028,0,2008,208767.977478301
67,5389,1Fam,5,5,1,1,8,1965,1156,3,GasA,N,1494,0,2007,145785.05257587
42,12456,1Fam,6,5,3,1,6,2004,1212,4,GasA,Y,2082,0,2010,202312.510097113
68,8750,1Fam,6,5,2,0,8,2006,1728,4,GasW,N,1911,0,2008,229357.21618985
54,8530,1Fam,5,7,1,1,6,2006,611,2,GasA,Y,1486,0,2010,190371.789635464
51,11029,1Fam,7,5,2,1,6,1941,1056,3,GasA,Y,1600,0,2008,187361.687818085
60,9600,1Fam,7,3,1,0,12,1969,709,4,GasA,Y,1114,0,2009,102243.242355685
76,1300,1Fam,4,5,1,1,5,1998,1120,2,GasA,Y,1110,0,2009,134955.268642933
0,17104,1Fam,8,7,2,0,4,2006,928,2,GasA,Y,1629,0,2007,219390.757262151
57,9200,1Fam,5,6,2,0,6,1981,1560,3,GasA,Y,2612,0,2007,208075.812721167
98,8529,Duplex,6,5,2,1,6,1970,1062,3,GasA,Y,1978,0,2010,162655.486284643
60,2280,1Fam,6,5,2,0,9,1929,1602,2,GasA,Y,1340,0,2009,137449.234003112
0,12220,1Fam,5,7,1,0,8,2005,1610,3,GasA,Y,960,0,2008,178434.184601561
0,13072,1Fam,7,5,1,0,5,1976,1276,1,GasA,Y,2046,0,2006,259146.305763164
62,12227,Duplex,6,5,2,1,5,1964,882,2,GasA,Y,4676,0,2006,237358.776022873
70,13710,1Fam,7,5,2,0,9,2007,864,4,GasA,Y,2034,0,2008,192655.2542419
0,7630,Duplex,7,5,1,0,5,1992,990,1,GasA,Y,1701,0,2006,181062.834617422
48,22950,1Fam,6,5,2,0,6,1977,0,2,GasA,Y,1494,0,2007,139316.171963138
79,9360,1Fam,6,5,1,1,8,1976,1470,6,GasA,Y,1159,0,2009,161714.051729648
70,10197,1Fam,8,7,1,0,7,1930,1722,2,GasA,Y,894,0,2008,276439.433620025
0,9600,1Fam,5,6,2,1,6,1965,848,4,GasA,Y,2668,0,2007,163829.907741372
60,12984,1Fam,8,5,1,0,5,2005,1065,3,GasA,Y,999,0,2009,192340.058213605
60,8773,2fmCon,8,5,2,0,5,2005,994,2,GasA,Y,1577,0,2009,235696.96201037
51,14850,1Fam,9,5,1,0,6,2006,686,1,GasA,Y,2263,0,2009,239985.15498493
0,8248,1Fam,6,5,2,0,7,2006,1079,3,GasA,Y,1993,0,2006,200623.968637417
60,11500,TwnhsE,8,5,2,1,4,1996,925,2,GasA,N,1198,0,2007,157954.263289552
0,11911,1Fam,5,6,1,0,7,1955,384,2,GasA,Y,1328,0,2006,87233.3636228707
96,11751,1Fam,8,8,1,0,6,1971,756,2,GasA,Y,1733,0,2006,242933.739516061
83,11841,1Fam,5,6,2,0,8,1976,648,3,GasW,Y,1595,0,2009,162505.7518699
107,8120,1Fam,8,6,2,1,4,1951,684,3,GasA,Y,1391,0,2009,200379.389583736
44,10011,1Fam,6,5,1,0,7,2005,1606,3,GasA,Y,1470,0,2010,163194.066872678
71,9786,1Fam,7,8,1,0,11,1971,1144,2,GasA,Y,768,0,2006,170863.458735369
54,11924,TwnhsE,3,5,2,1,6,1999,1248,3,GasA,Y,1440,0,2008,124577.817948571
68,9450,1Fam,4,8,1,0,9,2003,1288,3,GasA,Y,816,0,2006,132992.801178166
52,11194,1Fam,5,5,2,0,6,1921,384,2,GasW,Y,1327,0,2007,79282.6682148017
98,9142,1Fam,4,5,2,1,5,1965,644,3,GasA,Y,1541,0,2008,126848.041860315
82,11143,TwnhsE,5,5,2,0,9,1972,660,3,GasA,Y,2872,0,2009,216513.488148985
72,9600,1Fam,5,8,2,0,8,1955,1078,3,GasA,Y,1250,0,2006,155287.106978102
105,7800,1Fam,7,5,1,1,8,1956,1092,4,GasA,Y,1742,0,2008,143437.012568362
50,9187,1Fam,6,7,2,0,8,1964,1728,3,GasA,Y,1277,0,2008,205618.70621594
0,9800,1Fam,3,5,1,1,6,2008,1976,4,GasA,Y,616,0,2006,145388.991777017
99,7018,1Fam,4,5,1,1,6,2006,798,4,GasA,Y,2418,0,2010,181865.657948058
82,10800,1Fam,7,5,1,0,6,2001,1643,2,GasA,Y,1661,0,2008,227908.994919434
70,9018,1Fam,7,5,1,0,5,2004,547,3,GasA,Y,2172,0,2007,174612.986898529
79,14977,1Fam,6,5,2,0,5,1973,1722,3,GasA,Y,955,0,2009,193732.12620129
0,115149,1Fam,6,7,2,0,7,1898,978,4,GasA,Y,1496,0,2009,156834.239793549
90,9675,1Fam,8,4,2,0,10,1957,969,3,GasA,Y,1382,0,2010,178049.000648436
60,9600,1Fam,6,5,1,0,7,1915,970,2,GasA,Y,2127,0,2009,123454.983759932
79,13682,1Fam,5,7,1,1,5,2008,1575,4,GasA,Y,1679,0,2008,251342.559462604
70,9591,1Fam,6,5,1,1,7,1936,190,4,GasA,Y,1370,0,2010,87407.3682129827
0,11999,1Fam,10,5,2,0,6,1969,1256,3,GasA,Y,1786,0,2009,215715.12896632
85,3922,1Fam,5,5,2,0,6,1964,840,2,GasA,Y,838,0,2009,94055.0292588852
79,11394,1Fam,6,6,1,1,8,1981,1324,2,GasA,Y,1032,0,2009,145689.267763719
75,7920,1Fam,6,5,2,0,6,1976,1728,4,GasA,Y,1684,0,2010,173291.09320092
44,7820,1Fam,4,7,2,0,5,1973,1314,2,GasA,Y,1225,0,2009,88789.4578155936
80,12886,1Fam,5,5,2,1,6,1964,1848,4,GasA,Y,1496,0,2006,166797.019962687
60,21000,1Fam,6,7,1,1,7,1956,928,4,GasA,Y,1529,0,2006,157048.514888373
100,7658,TwnhsE,5,5,2,1,7,1957,1188,3,GasA,Y,1656,0,2006,157543.498613122
0,10206,1Fam,5,5,2,0,6,2001,1062,4,GasA,Y,2230,0,2009,170431.686533639
92,11639,1Fam,6,6,1,1,8,1995,1742,4,GasA,Y,1820,0,2008,226171.330933947
57,15611,1Fam,8,5,1,0,8,1978,1026,2,GasA,Y,2554,0,2007,280866.767107756
65,2280,1Fam,8,5,2,0,5,2005,1617,3,GasA,Y,1306,0,2009,242646.198655987
116,6900,1Fam,6,5,1,1,6,1990,1052,2,GasA,Y,912,0,2009,144391.284186896
55,7136,1Fam,8,8,1,1,5,1945,2121,3,GasA,Y,1198,0,2006,239866.238569662
95,14000,Duplex,5,3,1,1,5,2004,725,3,GasW,N,1391,0,2006,98601.981388482
35,7892,1Fam,6,5,1,1,7,1955,1643,2,GasA,Y,2398,0,2007,158107.358366403
65,12803,1Fam,8,6,0,0,6,1940,720,3,GasA,Y,864,0,2008,189170.389294129
0,164660,1Fam,6,5,1,1,6,1958,1602,4,GasA,Y,2030,0,2008,254640.152663499
68,8400,1Fam,6,6,2,1,6,1925,918,4,GasA,Y,1601,0,2006,176994.731549753
107,15138,1Fam,6,6,2,1,5,1930,1196,3,GasA,Y,1080,0,2009,128916.997244621
0,8400,1Fam,6,6,1,0,11,1920,1373,4,GasA,Y,1872,0,2009,158013.897314409
60,9464,1Fam,5,5,1,1,7,1958,776,3,GasA,N,1422,0,2008,120539.056173741
58,6000,1Fam,6,5,1,0,9,1981,783,4,GasA,Y,1310,0,2009,111079.678430842
80,8593,1Fam,4,8,2,1,5,1969,384,3,GasA,Y,1110,0,2006,124162.079043197
90,11341,1Fam,4,5,2,0,9,1953,910,4,GasA,Y,2057,0,2007,173496.482615291
85,12144,1Fam,7,8,1,0,7,1976,1454,3,GasA,Y,1733,0,2007,211743.582219953
85,4712,Twnhs,6,8,2,1,7,1950,625,3,GasA,Y,884,0,2008,110315.743139228
64,7200,1Fam,5,5,2,1,10,1945,1809,3,GasA,Y,1768,0,2009,155482.680141242
75,4456,1Fam,5,5,1,1,5,1964,1375,2,GasA,Y,1032,0,2007,134829.75551544
91,4426,1Fam,6,6,2,0,5,1988,1156,4,GasA,Y,1792,0,2009,223628.301863386
0,9591,1Fam,9,6,2,0,5,1995,1269,4,GasA,Y,1317,0,2007,168916.845218611
89,13284,1Fam,4,5,1,0,8,1957,864,4,GasA,Y,1493,0,2007,135481.514933468
0,1300,1Fam,6,4,1,0,8,2008,0,2,GasA,Y,4676,0,2010,227338.159351465
0,6120,1Fam,6,5,2,0,6,1998,840,3,GasA,Y,1728,0,2006,179105.542396153
0,8750,1Fam,5,5,1,1,7,2005,808,4,GasA,Y,1484,0,2007,178876.858711956
55,11075,1Fam,7,7,2,0,6,1994,870,4,GasA,Y,2473,0,2009,243857.133965454
92,8250,1Fam,10,5,2,1,6,1955,876,2,GasA,Y,1603,0,2008,246441.649557358
54,21750,1Fam,7,9,1,1,7,2001,1498,3,GasA,Y,1284,0,2008,233109.797509957
0,4282,1Fam,6,5,2,1,5,1949,1868,3,GasA,Y,1224,0,2006,172177.444042804
50,9084,1Fam,6,5,2,0,9,1962,961,4,GasA,Y,1550,0,2010,156728.77698337
65,8197,1Fam,7,5,1,0,12,1882,0,3,GasA,Y,1301,0,2008,111677.685665267
60,34650,1Fam,4,5,1,0,7,1920,924,3,GasA,Y,1852,0,2007,180276.671184127
84,9571,TwnhsE,6,5,2,1,9,1890,686,3,GasA,Y,1109,0,2008,104386.023924471
60,8750,1Fam,6,5,1,0,6,1998,644,4,GasA,Y,1383,0,2007,184679.655169633
59,10594,1Fam,7,5,1,0,7,2006,1040,2,GasA,Y,1414,0,2010,166051.669340807
66,8125,1Fam,9,5,2,1,6,1976,990,2,GasA,Y,1225,0,2009,221598.158455492
0,9900,TwnhsE,7,5,2,0,7,2004,972,1,GasA,Y,1719,0,2006,196470.554242331
21,1680,1Fam,6,5,3,1,7,1959,859,2,GasA,Y,1616,0,2008,153765.49596342
55,9250,1Fam,6,5,2,1,6,1994,770,2,GasA,Y,2062,0,2007,211851.026698706
60,5105,1Fam,6,5,1,1,4,1921,1311,4,GasA,Y,2080,0,2007,146764.542596399
43,11767,1Fam,7,5,2,0,7,1999,816,4,GasA,Y,1236,0,2007,176025.083861443
129,9600,1Fam,8,5,2,1,6,1958,1272,3,GasA,Y,1004,0,2006,164672.267125871
67,12456,1Fam,6,5,2,0,8,1946,1391,2,GasA,Y,1626,0,2008,202228.095184384
85,9000,1Fam,5,7,1,1,6,1957,1232,4,GasA,Y,1728,0,2007,135013.487390384
0,13474,2fmCon,5,5,2,1,11,2003,1752,2,GasA,Y,1852,0,2008,213159.651636189
65,10420,1Fam,6,8,2,0,6,2004,1800,3,GasA,Y,1458,0,2008,223025.372199506
0,8963,1Fam,6,5,2,0,6,2004,813,3,GasA,Y,2402,0,2009,174929.356079608
91,4435,1Fam,5,5,1,0,6,2005,1141,3,GasA,Y,1266,0,2010,143830.817535461
0,10552,1Fam,5,5,1,1,5,2003,1079,3,GasA,Y,1721,0,2008,172492.87292311
60,6402,1Fam,7,5,2,0,6,1946,1362,3,GasA,Y,1484,0,2010,164684.73799582
75,17104,1Fam,7,5,1,0,4,1996,923,3,GasA,Y,2402,0,2008,212744.207508291
0,8924,1Fam,9,5,2,0,6,1941,1008,3,GasA,Y,1476,0,2007,200986.741059733
67,5000,1Fam,8,7,2,1,8,1916,1088,3,GasA,Y,2234,0,2006,244043.826369933
60,5310,1Fam,7,5,1,0,3,1978,654,3,GasA,Y,1266,0,2008,142032.692199935
60,9098,1Fam,6,5,2,0,7,1930,1522,2,GasA,Y,2794,0,2010,203101.398443973
36,10500,1Fam,4,5,2,0,5,1952,1010,3,GasA,Y,616,0,2009,63914.9027558023
78,8414,1Fam,5,5,1,0,6,2005,1057,3,GasA,Y,1077,0,2010,167308.717464771
57,9375,1Fam,5,7,1,1,5,1971,901,3,GasA,N,2610,0,2007,166873.231813743
105,9100,1Fam,5,5,2,0,6,1996,780,2,GasA,Y,1026,0,2008,116765.431782284
50,8530,1Fam,7,6,1,1,5,1977,1145,4,GasA,Y,1040,0,2007,177549.230026661
100,2544,1Fam,8,5,1,0,5,1936,1386,3,GasA,Y,1236,0,2009,195682.766392085
60,8520,1Fam,6,7,2,0,5,1920,1533,3,GasA,Y,2872,0,2009,208059.209462353
76,9900,1Fam,6,5,2,1,8,1954,384,4,GasA,Y,3279,0,2008,193329.401709574
60,12257,Duplex,7,7,1,0,4,1968,1104,3,GasA,Y,1908,0,2007,182272.244765385
0,9600,1Fam,7,6,2,1,8,1940,1822,3,GasA,N,1526,0,2010,191712.754929025
70,9317,1Fam,6,8,2,0,6,1916,943,3,GasA,Y,1464,0,2008,156387.257187755
55,7340,1Fam,6,8,3,0,5,1957,954,3,GasA,Y,1572,0,2006,214304.907547762
0,8405,1Fam,6,5,2,0,9,1921,806,4,GasA,Y,2119,0,2008,155514.964968565
58,11096,TwnhsE,5,7,1,0,7,1945,0,3,GasA,Y,2295,0,2009,135385.952462676
84,10140,1Fam,6,5,2,1,7,1961,525,2,GasA,Y,1208,0,2008,147068.04634655
0,11645,1Fam,7,7,2,1,6,2002,840,2,GasA,Y,1638,0,2009,213211.981713713
69,10206,1Fam,8,6,2,1,6,1960,625,3,GasA,Y,1500,0,2008,199666.116126611
53,10000,TwnhsE,5,5,1,0,6,1936,1267,3,GasA,Y,1302,0,2006,139700.302685329
44,3196,1Fam,4,5,1,1,6,1958,783,3,GasA,Y,858,0,2008,93129.405593128
