id,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,result,GreaterThanHalf
76461,1,1,1,1,1,1,1,1,1,1,1,y
76462,1,1,0,1,1,1,0,1,0,1,1,y
76463,0,0,0,0,1,0,0,0,0,0,0,n
76464,1,0,0,0,0,1,0,0,1,0,0,n
76465,0,0,0,1,0,0,0,0,0,0,0,n
76466,0,1,1,1,1,1,1,1,1,1,1,y
76467,1,1,1,1,1,1,0,1,1,1,1,y
76468,1,1,0,1,1,1,1,0,1,1,1,y
76469,1,1,1,1,1,1,1,1,1,0,1,y
76470,1,1,1,1,1,1,1,0,0,0,1,y
76471,1,0,1,0,1,1,1,0,0,0,1,n
76472,1,0,1,0,0,0,0,0,1,0,1,n
76473,1,0,0,1,1,0,1,1,0,0,1,n
76474,1,1,1,1,1,1,0,1,1,1,1,y
76475,0,0,0,0,0,0,0,0,0,0,0,n
76476,1,1,1,1,1,1,1,1,0,0,1,y
76477,0,0,0,0,0,0,1,0,1,0,0,n
76478,1,0,0,0,0,0,0,0,0,0,0,n
76479,0,1,1,1,0,1,1,1,0,1,0,y
76480,0,0,0,0,0,0,0,0,0,0,0,n
76481,1,1,1,1,0,1,1,1,1,1,1,y
76482,1,1,1,1,0,1,1,1,1,1,1,y
76483,1,1,1,1,1,1,1,1,1,1,1,y
76484,0,0,1,0,0,1,1,1,0,0,1,n
76485,1,1,0,1,1,0,1,1,0,0,0,y
76486,1,1,1,0,0,1,1,0,0,1,0,y
76487,1,1,0,0,1,0,0,1,1,1,0,y
76488,1,1,1,1,1,1,1,1,1,1,1,y
76489,0,0,0,1,0,0,0,0,0,0,0,n
76490,1,1,1,1,0,1,1,1,1,1,0,y
76491,0,1,1,1,0,1,0,1,1,0,0,y
76492,1,0,1,1,0,0,1,0,0,1,0,n
76493,0,0,0,1,0,0,0,0,0,1,1,n
76494,0,0,0,0,0,0,0,0,1,0,0,n
76495,1,0,0,0,0,0,0,0,0,0,1,n
76496,0,0,0,0,0,0,0,0,0,0,1,n
76497,1,1,0,0,1,0,0,1,1,1,1,y
76498,0,1,0,1,0,1,0,1,0,1,1,n
76499,1,1,1,0,1,1,1,0,0,1,0,y
76500,0,0,0,0,0,0,0,0,0,0,0,n
76501,1,1,1,1,1,1,1,1,1,1,1,y
76502,1,0,0,0,0,0,0,0,1,0,0,n
76503,0,0,0,1,0,0,0,1,0,1,0,n
76504,1,0,1,1,1,0,1,1,1,0,0,y
76505,1,0,1,1,0,1,0,1,1,1,1,y
76506,0,0,0,1,0,0,0,0,0,0,0,n
76507,1,1,1,1,1,1,1,1,1,1,1,y
76508,1,1,0,0,1,1,1,1,1,1,1,y
76509,0,0,1,0,0,0,0,0,0,0,0,n
76510,0,1,1,0,0,1,0,1,0,0,1,n
76511,1,0,0,0,0,0,0,0,1,1,0,n
76512,1,1,1,1,1,1,0,1,1,0,1,y
76513,1,1,1,1,1,1,1,0,0,1,0,y
76514,0,0,0,1,1,0,0,1,0,0,0,n
76515,0,1,1,0,0,0,1,0,1,0,0,n
76516,1,1,1,1,1,1,1,1,1,0,1,y
76517,0,1,1,0,1,1,1,1,0,1,1,y
76518,0,1,0,1,1,1,0,1,0,0,1,n
76519,1,1,0,1,1,1,0,1,1,1,1,y
76520,0,0,0,1,1,0,0,0,1,1,0,n
76521,0,1,0,0,0,0,1,0,0,0,0,n
76522,0,1,0,1,0,0,0,1,0,0,0,n
76523,1,1,1,1,1,1,1,0,1,1,1,y
76524,0,1,1,0,1,1,1,1,0,0,1,y
76525,0,0,1,0,1,0,1,0,0,1,1,n
76526,1,1,1,1,1,1,1,1,0,1,1,y
76527,1,1,1,1,0,1,1,1,1,1,1,y
76528,0,1,0,1,0,0,0,1,0,0,0,n
76529,0,0,1,0,0,1,0,0,0,0,0,n
76530,0,0,1,0,1,0,1,0,0,0,0,n
76531,1,1,1,1,1,1,1,1,1,1,1,y
76532,1,0,1,0,0,1,0,0,0,1,0,n
76533,0,1,1,1,1,1,0,0,1,0,1,y
76534,1,1,0,1,1,1,1,1,1,1,1,y
76535,1,1,0,1,1,1,0,1,0,1,1,y
76536,1,1,1,0,1,1,1,1,0,1,1,y
76537,1,1,1,0,1,1,1,1,1,0,1,y
76538,0,1,0,1,1,0,1,1,1,1,1,y
76539,0,0,0,1,0,0,0,1,0,1,0,n
76540,0,0,0,1,0,1,0,1,1,1,0,n
76541,0,0,0,0,0,1,1,1,0,1,1,n
76542,0,0,0,1,0,0,0,1,0,0,0,n
76543,0,0,1,0,1,1,0,0,0,1,0,n
76544,1,0,0,0,0,1,0,1,1,1,1,n
76545,0,0,0,0,0,1,0,0,0,0,0,n
76546,1,0,0,1,1,0,0,0,0,0,0,n
76547,0,0,1,0,0,0,0,1,0,0,1,n
76548,0,1,1,1,0,1,0,1,1,1,0,y
76549,1,1,1,1,1,1,1,1,1,1,1,y
76550,0,1,0,1,1,1,1,1,0,0,1,y
76551,1,1,1,1,1,0,0,0,1,0,1,y
76552,0,0,0,1,0,0,1,1,1,1,1,n
76553,1,1,1,1,1,1,1,1,1,0,1,y
76554,0,1,0,1,0,1,0,0,0,1,0,n
76555,1,0,1,1,1,1,1,1,1,0,1,y
76556,0,0,0,0,0,0,0,0,1,0,0,n
76557,0,1,1,1,1,1,1,1,1,1,0,y
76558,0,1,0,0,0,0,0,0,0,0,0,n
76559,1,0,1,0,0,0,1,0,0,0,0,n
76560,0,1,0,0,0,0,0,0,0,1,0,n
76561,1,0,1,1,1,1,1,1,1,1,0,y
76562,0,0,0,0,1,0,0,1,0,1,0,n
76563,1,0,1,1,1,1,1,1,1,1,1,y
76564,1,1,0,1,1,1,1,1,1,0,1,y
76565,1,0,0,1,0,0,1,0,1,1,1,n
76566,1,1,1,1,1,0,1,1,1,1,1,y
76567,1,0,1,1,0,1,1,1,0,0,0,y
76568,0,0,0,0,0,0,1,0,0,0,0,n
76569,1,1,1,1,1,1,1,1,1,1,1,y
76570,1,1,1,1,1,0,1,1,1,1,1,y
76571,0,0,0,0,0,0,1,0,0,0,0,n
76572,1,0,0,1,1,1,0,1,1,1,1,y
76573,0,0,0,1,1,0,0,0,0,0,1,n
76574,1,1,0,0,0,1,0,0,0,0,0,n
76575,0,0,1,0,1,0,0,0,0,0,0,n
76576,1,0,1,1,1,1,1,1,1,1,1,y
76577,1,1,1,1,0,1,1,1,1,1,0,y
76578,1,0,0,0,0,0,1,1,1,0,0,n
76579,0,0,0,0,0,0,0,0,0,0,0,n
76580,1,1,1,1,1,1,1,1,1,1,1,y
76581,0,0,0,1,1,1,0,1,0,0,1,n
76582,0,0,0,0,0,0,0,0,0,0,0,n
76583,1,0,1,0,0,1,0,0,1,1,0,n
76584,0,0,0,0,0,0,0,1,0,0,0,n
76585,1,0,1,0,1,1,1,1,1,0,1,y
76586,0,0,0,0,0,0,1,0,0,0,0,n
76587,0,1,1,0,0,0,0,1,0,0,1,n
76588,1,1,1,1,1,1,1,1,1,0,1,y
76589,0,0,1,1,0,0,1,0,1,1,0,n
76590,1,1,1,1,1,1,1,1,1,0,0,y
76591,1,0,1,1,0,0,0,0,0,1,1,n
76592,0,1,1,1,0,1,1,1,0,1,0,y
76593,0,0,0,0,1,0,1,0,0,0,0,n
76594,0,1,1,0,1,1,1,1,0,0,0,y
76595,1,1,0,1,1,1,0,1,1,1,1,y
76596,1,1,0,1,0,1,1,1,1,0,1,y
76597,0,1,1,1,1,1,1,1,0,1,0,y
76598,1,0,1,1,1,1,1,1,1,0,1,y
76599,0,1,0,0,1,0,1,0,0,0,0,n
76600,0,0,1,0,0,1,0,0,1,0,0,n
76601,0,0,1,1,1,1,1,1,0,1,1,y
76602,0,1,0,0,1,1,0,0,1,1,0,n
76603,0,0,1,0,0,0,1,1,0,0,0,n
76604,1,1,0,1,1,0,0,0,0,0,0,n
76605,0,0,0,0,0,0,0,0,0,0,0,n
76606,0,0,0,0,0,1,0,1,0,0,0,n
76607,0,1,0,1,1,0,1,1,1,1,1,y
76608,0,0,0,0,0,0,0,0,0,0,0,n
76609,0,0,0,1,0,1,0,0,1,1,0,n
76610,1,0,1,1,0,0,1,1,0,0,1,n
76611,1,1,1,1,1,1,1,0,1,1,1,y
76612,0,1,1,1,0,0,0,0,0,0,0,n
76613,1,1,0,0,1,0,1,0,0,0,1,n
76614,0,0,0,0,1,0,0,0,1,1,0,n
76615,1,1,1,1,1,1,1,1,1,1,1,y
76616,1,0,1,1,1,1,1,1,0,1,1,y
76617,0,0,0,0,0,0,0,1,0,0,0,n
76618,0,0,0,1,0,0,1,0,0,1,0,n
76619,1,0,1,0,0,1,0,0,0,0,0,n
76620,0,0,0,0,0,0,0,0,0,1,0,n
76621,0,0,1,1,0,1,1,0,0,1,1,n
76622,0,0,0,0,0,0,1,1,0,0,0,n
76623,0,0,1,0,1,1,1,1,0,1,1,y
76624,1,0,0,0,0,0,1,0,0,0,1,n
76625,1,1,0,1,0,1,0,1,1,0,1,y
76626,0,0,0,0,0,0,0,0,0,0,0,n
76627,0,1,1,0,1,1,0,1,1,0,0,y
76628,0,1,1,1,1,1,1,1,1,0,1,y
76629,1,0,0,0,0,1,0,0,0,0,0,n
76630,1,0,1,0,0,0,0,0,1,1,1,n
76631,1,1,1,1,1,1,0,1,1,1,1,y
76632,0,0,0,0,0,1,0,0,0,0,0,n
76633,0,1,1,0,1,1,0,0,1,1,0,y
76634,1,1,0,1,1,1,1,0,1,1,0,y
76635,0,0,0,0,0,0,0,0,1,0,0,n
76636,1,1,0,0,1,1,0,1,1,0,1,y
76637,1,0,0,0,1,1,0,0,0,0,0,n
76638,1,1,1,1,0,0,0,1,0,0,0,n
76639,0,0,1,1,0,1,1,1,1,0,0,y
76640,1,1,1,1,1,1,1,1,1,1,1,y
76641,0,1,1,0,0,0,0,0,0,0,1,n
76642,1,1,0,0,1,1,0,0,0,0,0,n
76643,1,1,1,1,1,1,1,1,1,0,0,y
76644,1,1,1,1,1,1,1,1,0,1,1,y
76645,0,0,1,0,1,0,0,1,1,1,1,n
76646,1,1,1,1,1,1,1,1,1,1,1,y
76647,0,0,0,0,1,0,0,0,0,1,0,n
76648,1,0,0,0,0,1,0,1,0,0,0,n
76649,1,1,0,1,1,1,1,1,0,1,1,y
76650,0,1,1,1,1,0,1,0,1,1,0,y
76651,0,0,1,1,1,0,1,1,0,0,1,n
76652,0,0,0,0,0,0,0,0,0,0,0,n
76653,1,1,0,1,1,0,0,0,0,0,1,n
76654,1,1,1,1,1,1,1,0,1,1,1,y
76655,0,0,0,0,0,0,0,0,0,0,0,n
76656,0,0,0,1,0,0,0,0,0,0,0,n
76657,0,0,0,0,0,0,0,0,0,0,0,n
76658,1,1,0,0,0,0,0,0,0,0,0,n
76659,1,1,1,1,1,0,1,1,1,1,1,y
76660,1,1,1,1,1,1,1,1,1,1,1,y
76661,1,1,1,1,1,1,1,1,1,1,1,y
76662,0,1,1,1,1,1,1,0,1,1,1,y
76663,0,0,0,0,0,0,0,0,0,0,1,n
76664,0,1,0,0,1,1,0,0,0,0,0,n
76665,1,1,1,0,1,0,1,1,0,1,0,y
76666,0,0,0,1,1,1,1,0,1,0,0,n
76667,1,1,1,1,1,1,1,1,1,1,1,y
76668,0,1,0,1,1,1,0,0,1,1,1,y
76669,0,1,0,1,0,0,0,0,1,0,1,n
76670,1,1,1,1,1,1,1,1,1,1,1,y
76671,1,1,1,0,1,1,0,1,1,1,1,y
76672,0,1,0,1,0,0,0,1,0,0,1,n
76673,0,0,0,0,0,0,0,1,1,1,0,n
76674,0,1,0,1,0,0,1,1,0,1,1,n
76675,0,0,0,0,1,0,1,0,0,0,1,n
76676,0,1,1,0,0,1,0,1,1,1,1,y
76677,0,0,0,1,0,0,0,0,0,1,0,n
76678,0,0,0,0,0,0,0,0,1,0,0,n
76679,1,1,1,1,1,1,1,1,1,1,1,y
76680,1,1,1,1,0,1,1,0,1,1,1,y
76681,1,1,0,0,1,1,1,1,0,0,0,y
76682,0,0,1,0,1,1,0,1,0,0,1,n
76683,0,0,0,0,1,0,0,0,0,0,0,n
76684,1,1,1,1,1,1,1,1,1,1,1,y
76685,1,1,1,1,1,1,1,1,1,1,1,y
76686,1,1,1,1,1,1,1,1,1,1,1,y
76687,0,0,1,0,0,1,0,0,0,0,0,n
76688,0,0,0,0,0,0,0,0,1,0,0,n
76689,1,1,0,0,1,1,1,0,0,1,1,y
76690,1,1,1,1,1,1,1,1,1,0,1,y
76691,1,1,1,1,1,1,1,1,1,1,1,y
76692,0,1,1,1,1,0,1,1,1,1,1,y
76693,1,1,0,1,0,0,1,0,1,0,0,n
76694,1,1,0,1,1,1,0,1,1,1,1,y
76695,1,1,1,1,1,1,1,1,1,1,1,y
76696,0,0,1,0,0,0,0,0,1,1,1,n
76697,0,0,0,0,0,1,0,1,0,0,0,n
76698,0,0,0,0,0,0,1,0,1,1,1,n
76699,0,0,1,0,0,0,0,0,1,0,0,n
76700,0,0,0,0,0,0,0,0,1,1,0,n
76701,0,0,0,0,0,0,0,0,0,0,0,n
76702,0,1,0,1,1,0,1,0,0,0,0,n
76703,0,0,1,0,0,0,0,0,1,1,1,n
76704,0,0,0,0,0,0,0,0,0,1,0,n
76705,1,0,0,0,1,1,1,1,0,0,1,n
76706,0,0,0,0,0,0,0,0,0,1,0,n
76707,0,0,1,0,0,0,0,0,0,0,0,n
76708,1,1,1,0,1,0,1,0,1,1,1,y
76709,0,1,1,1,1,1,1,1,1,1,1,y
76710,1,0,0,0,0,1,0,1,1,0,0,n
76711,1,1,1,0,0,1,0,1,0,1,0,y
76712,0,0,0,1,0,0,1,0,0,0,1,n
76713,0,1,1,0,1,1,0,1,1,1,1,y
76714,0,0,1,0,0,0,1,0,0,0,0,n
76715,1,0,0,0,0,1,1,0,0,0,0,n
76716,0,0,1,0,0,0,1,0,0,0,0,n
76717,0,1,1,1,1,1,0,1,1,1,1,y
76718,0,0,1,0,1,0,0,0,0,0,0,n
76719,1,1,0,0,0,0,0,0,0,0,0,n
76720,1,0,0,0,0,1,1,1,1,1,0,y
76721,0,0,0,0,0,0,1,0,0,0,0,n
76722,1,0,0,1,0,0,0,0,1,0,1,n
76723,0,0,0,0,0,0,0,0,0,0,0,n
76724,1,0,1,0,0,0,1,1,1,1,0,y
76725,1,1,1,1,1,1,1,1,1,1,1,y
76726,0,0,0,0,0,0,0,0,0,0,0,n
76727,1,1,0,1,0,0,0,1,0,1,1,n
76728,1,0,1,1,1,1,1,0,0,1,0,y
76729,1,0,0,1,1,1,0,0,0,1,1,n
76730,0,0,1,1,0,1,0,0,0,1,0,n
76731,1,1,1,0,0,1,0,0,1,0,0,n
76732,0,1,0,0,0,0,0,0,0,0,0,n
76733,1,1,1,1,1,1,1,1,1,1,1,y
76734,0,0,0,0,0,0,1,0,0,0,0,n
76735,1,1,1,1,1,1,1,1,1,1,1,y
76736,1,1,1,1,0,1,1,1,1,1,1,y
76737,1,1,1,1,1,1,1,1,1,1,1,y
76738,1,1,1,1,0,1,1,1,1,0,0,y
76739,0,0,0,1,0,0,1,0,1,0,0,n
76740,0,0,0,0,0,0,1,0,0,0,1,n
76741,1,1,1,1,1,1,1,1,1,1,1,y
76742,1,1,1,1,1,1,1,1,1,1,1,y
76743,1,0,1,0,1,1,1,1,0,1,0,y
76744,1,1,1,1,0,0,1,1,1,1,1,y
76745,0,0,0,0,0,0,1,1,1,1,0,n
76746,0,0,0,0,0,1,0,0,1,1,0,n
76747,1,1,1,1,1,1,1,1,1,1,1,y
76748,0,0,0,0,1,1,0,1,0,1,0,n
76749,0,0,0,0,0,0,0,0,0,0,0,n
76750,1,0,1,1,1,1,1,0,0,1,1,y
76751,0,0,0,1,1,0,1,0,0,0,0,n
76752,1,1,1,1,1,1,1,1,1,1,1,y
76753,0,0,0,0,0,0,0,0,0,0,0,n
76754,0,1,0,1,1,0,1,0,1,1,0,y
76755,0,0,1,0,1,0,0,0,0,0,0,n
76756,1,1,0,1,1,1,1,0,1,1,1,y
76757,0,0,0,0,0,0,0,0,0,0,0,n
76758,0,0,0,0,0,0,0,0,0,0,0,n
76759,1,1,1,1,1,1,1,1,1,1,0,y
76760,1,1,0,0,1,1,1,1,1,1,1,y
76761,1,1,0,0,0,1,1,0,0,0,1,n
76762,0,1,1,1,0,1,0,1,1,0,1,y
76763,0,0,0,1,0,1,0,0,0,0,1,n
76764,0,1,1,1,0,1,1,1,1,0,1,y
76765,0,0,1,0,0,0,1,0,0,0,0,n
76766,0,1,1,1,1,0,1,1,0,1,1,y
76767,1,1,0,1,1,1,1,1,1,1,1,y
76768,1,1,1,1,1,1,1,1,1,0,1,y
76769,1,0,1,0,0,0,0,1,0,0,0,n
76770,1,1,1,1,1,1,1,1,1,1,0,y
76771,0,0,0,0,0,0,0,1,0,0,0,n
76772,0,0,0,0,1,0,1,0,0,0,0,n
76773,0,1,0,0,1,1,1,0,1,0,1,n
76774,0,0,0,1,1,1,0,1,1,1,1,y
76775,1,0,1,1,1,0,0,1,1,1,1,y
76776,0,0,0,0,0,1,0,0,0,0,0,n
76777,0,1,1,1,1,1,1,1,1,1,0,y
76778,0,0,0,1,0,0,0,0,0,0,0,n
76779,0,1,1,1,0,0,0,0,1,0,1,n
76780,1,1,0,0,1,1,1,1,0,0,0,y
76781,0,1,1,1,0,0,1,0,0,0,1,n
76782,1,0,0,0,1,1,1,0,0,1,0,n
76783,1,1,1,1,1,1,1,1,1,1,1,y
76784,0,1,0,1,0,0,1,0,0,1,1,n
76785,0,1,0,1,1,0,0,0,1,0,0,n
76786,1,1,0,1,1,1,1,1,1,0,1,y
76787,0,0,1,1,0,1,1,1,1,0,1,y
76788,1,1,1,1,1,1,1,0,1,0,1,y
76789,0,0,0,0,1,1,0,0,1,1,1,n
76790,0,0,0,0,0,0,0,0,0,0,1,n
76791,1,1,1,1,0,1,1,1,1,1,1,y
76792,1,0,0,1,0,1,0,1,0,1,0,n
76793,0,0,0,1,1,0,0,0,0,0,0,n
76794,1,1,1,1,1,0,1,1,1,0,1,y
76795,0,0,0,0,0,0,0,1,0,1,1,n
76796,0,0,0,0,1,0,0,0,0,0,0,n
76797,1,1,1,1,1,0,1,1,1,1,1,y
76798,1,0,0,1,1,1,0,1,1,0,1,y
76799,0,0,0,0,1,0,0,0,0,0,0,n
76800,0,0,0,0,0,0,0,0,0,1,0,n
76801,1,0,1,0,1,0,0,0,0,0,1,n
76802,0,0,0,0,0,0,0,0,0,0,0,n
76803,1,1,1,1,1,1,0,1,0,1,1,y
76804,1,1,1,1,1,1,0,1,0,1,1,y
76805,1,1,1,1,1,1,1,1,1,1,1,y
76806,0,1,0,0,1,1,1,0,1,0,0,n
76807,1,1,1,0,0,0,0,1,0,0,0,n
76808,0,0,0,0,1,0,0,0,1,0,1,n
76809,0,0,1,0,0,1,1,0,0,1,0,n
76810,1,0,1,1,1,1,0,1,1,1,0,y
76811,0,0,1,0,1,0,0,0,0,1,0,n
76812,0,0,0,1,0,1,1,0,1,0,1,n
76813,0,0,1,1,0,0,1,0,1,1,0,n
76814,1,0,0,0,0,0,0,0,0,0,0,n
76815,0,0,0,0,1,0,0,1,0,0,0,n
76816,1,1,1,0,1,1,0,1,1,1,1,y
76817,1,1,1,1,1,1,1,1,1,0,0,y
76818,0,1,0,0,1,1,1,0,0,0,0,n
76819,0,0,0,0,0,1,0,0,1,1,0,n
76820,0,1,1,1,1,0,1,1,1,1,0,y
76821,1,0,1,1,1,0,1,1,1,1,1,y
76822,1,1,1,1,1,1,1,1,1,1,1,y
76823,0,0,0,0,0,0,1,0,0,0,0,n
76824,0,0,0,0,0,1,0,0,0,0,1,n
76825,0,0,0,1,1,1,1,0,1,1,1,y
76826,0,0,1,0,1,1,0,0,1,1,1,n
76827,0,0,1,0,0,1,0,0,0,0,0,n
76828,0,0,0,0,0,0,0,0,0,0,0,n
76829,1,1,1,1,1,0,1,1,1,0,1,y
76830,1,1,0,1,0,1,1,1,0,1,1,y
76831,0,0,1,0,0,0,0,1,0,1,1,n
76832,1,1,1,0,1,0,1,1,1,1,1,y
76833,0,0,0,1,0,1,1,0,1,1,0,n
76834,1,1,1,0,1,1,1,1,1,1,1,y
76835,0,1,0,0,1,0,0,0,0,1,1,n
76836,0,1,0,0,1,0,1,1,1,0,1,n
76837,1,1,1,1,1,1,1,1,1,1,1,y
76838,0,1,1,0,1,1,0,0,1,1,1,y
76839,0,0,1,0,0,1,1,0,0,0,1,n
76840,1,1,0,0,0,1,1,0,1,0,1,n
76841,0,0,0,1,0,1,1,1,0,1,0,n
76842,1,1,1,1,1,1,1,0,1,1,1,y
76843,1,0,0,0,0,0,1,0,1,0,0,n
76844,1,0,1,0,0,1,1,1,0,1,0,y
76845,1,1,1,1,1,1,1,1,1,1,1,y
76846,0,0,0,0,0,0,0,0,1,0,0,n
76847,0,1,1,1,1,0,1,0,1,0,1,y
76848,0,0,0,0,0,0,0,0,0,0,0,n
76849,0,0,0,0,0,0,0,0,1,0,0,n
76850,0,0,0,0,0,0,0,0,0,0,1,n
76851,0,0,0,0,0,0,0,1,0,1,0,n
76852,0,1,1,1,0,1,1,1,1,1,1,y
76853,1,1,0,0,1,1,1,1,1,1,1,y
76854,0,0,0,0,0,0,0,0,0,0,0,n
76855,1,0,1,0,1,0,1,1,1,1,1,y
76856,1,1,1,1,1,0,1,1,1,1,0,y
76857,0,0,0,0,0,0,1,0,0,0,0,n
76858,0,0,0,0,1,0,0,1,0,0,1,n
76859,1,0,0,1,0,0,1,1,1,0,0,n
76860,1,1,1,1,1,1,0,0,0,0,0,y
76861,0,1,0,1,1,1,0,1,0,1,1,y
76862,1,0,1,1,0,0,0,0,0,1,0,n
76863,0,0,0,0,0,0,0,0,0,0,0,n
76864,0,1,1,0,0,0,0,0,0,0,0,n
76865,1,0,1,1,0,0,0,0,0,0,0,n
76866,1,1,1,0,1,0,1,1,1,1,1,y
76867,1,0,0,1,0,0,0,0,0,0,1,n
76868,0,0,1,1,0,0,0,1,1,1,0,n
76869,1,1,1,1,1,1,0,1,1,1,1,y
76870,0,1,1,1,0,1,0,1,0,0,1,n
76871,1,1,1,0,1,0,0,0,0,0,0,n
76872,1,1,1,0,1,1,1,1,1,1,1,y
76873,1,1,1,0,0,0,0,0,1,0,0,n
76874,0,0,0,0,1,1,0,0,0,1,0,n
76875,1,0,0,0,0,1,0,1,0,0,1,n
76876,0,0,0,0,0,0,0,0,0,0,0,n
76877,1,1,1,1,1,1,1,1,1,1,1,y
76878,0,1,0,1,1,1,1,1,1,1,1,y
76879,1,0,0,1,1,0,0,0,0,0,0,n
76880,1,0,0,0,0,1,1,1,0,1,1,n
76881,0,0,0,1,0,0,0,0,0,0,0,n
76882,1,0,1,1,1,0,0,1,1,1,0,y
76883,0,0,1,0,0,0,1,0,1,0,0,n
76884,0,0,0,0,1,0,0,0,0,0,0,n
76885,0,0,1,1,0,0,0,0,0,0,0,n
76886,0,1,1,0,0,1,1,0,1,0,0,n
76887,1,1,0,0,0,1,1,0,0,1,0,n
76888,0,0,1,1,0,1,1,1,1,0,0,y
76889,0,0,0,0,0,0,0,0,0,0,0,n
76890,0,0,0,0,0,0,0,0,0,0,0,n
76891,1,1,0,1,0,1,1,0,1,1,1,y
76892,0,0,0,0,0,0,0,0,0,0,0,n
76893,0,1,1,1,1,0,1,0,0,1,1,y
76894,0,0,1,0,1,1,1,1,0,0,0,n
76895,1,0,0,1,1,0,1,0,1,1,1,y
76896,0,0,0,0,0,0,1,0,0,1,0,n
76897,0,0,1,0,0,1,0,0,0,0,0,n
76898,0,0,1,0,0,1,0,0,1,0,0,n
76899,1,1,1,0,0,0,0,1,0,0,1,n
76900,0,0,0,0,1,0,0,1,1,0,0,n
76901,0,0,0,0,0,0,0,0,0,1,0,n
76902,1,1,1,0,0,0,1,1,1,1,1,y
76903,1,0,0,1,0,1,1,1,1,0,0,y
76904,1,1,1,1,1,1,1,1,1,1,1,y
76905,1,0,0,1,0,1,0,0,0,0,0,n
76906,0,0,1,0,1,1,1,1,1,0,1,y
76907,1,1,0,0,0,1,1,1,0,0,0,n
76908,1,1,1,1,1,1,0,0,1,1,1,y
76909,0,0,1,0,1,0,1,0,0,0,0,n
76910,1,1,1,1,1,1,1,1,1,1,1,y
76911,1,1,1,0,1,1,1,1,1,1,1,y
76912,1,1,1,1,1,1,1,1,1,1,1,y
76913,0,0,0,0,0,1,0,0,0,0,0,n
76914,1,1,1,1,1,1,1,1,1,1,1,y
76915,1,0,1,1,1,0,1,0,1,1,1,y
76916,0,0,0,0,0,0,0,0,0,1,0,n
76917,0,1,0,1,1,1,1,1,1,1,1,y
76918,1,1,1,1,1,1,1,0,1,1,1,y
76919,1,1,1,1,1,0,0,1,1,1,0,y
76920,1,0,0,0,0,1,0,0,1,0,0,n
76921,1,1,1,1,1,0,1,1,1,1,1,y
76922,0,1,0,0,0,0,0,0,1,0,0,n
76923,1,1,0,0,1,0,1,1,0,0,1,n
76924,1,1,1,1,1,1,1,1,0,1,1,y
76925,0,0,0,0,0,0,0,0,0,0,0,n
76926,1,0,1,1,1,1,1,1,0,1,1,y
76927,1,0,1,0,1,1,0,1,1,1,0,y
76928,0,1,1,0,0,0,0,0,0,0,1,n
76929,1,1,1,0,1,0,0,1,1,0,1,y
76930,0,0,0,0,0,1,0,1,0,0,0,n
76931,1,1,1,1,1,0,1,1,0,1,0,y
76932,1,1,0,0,1,1,1,0,1,1,1,y
76933,0,0,0,0,0,0,0,0,0,1,0,n
76934,1,0,1,1,1,0,1,0,0,0,1,n
76935,0,1,0,0,0,0,0,0,1,1,1,n
76936,1,1,1,1,1,1,1,1,1,1,1,y
76937,1,1,1,1,1,1,0,1,1,1,1,y
76938,0,0,0,0,0,0,0,0,0,0,0,n
76939,0,1,1,1,0,1,0,1,1,1,0,y
76940,1,1,0,0,0,1,0,1,1,1,1,y
76941,0,0,1,0,0,1,0,0,0,1,1,n
76942,0,0,1,0,0,0,1,0,0,0,1,n
76943,0,0,0,1,0,0,1,1,0,1,1,n
76944,1,1,1,0,1,1,1,0,0,0,1,y
76945,1,1,1,0,1,1,1,1,1,1,1,y
76946,0,0,1,0,1,0,0,1,0,1,0,n
76947,1,0,0,1,0,0,0,0,1,0,0,n
76948,0,1,0,1,0,1,1,1,0,1,1,y
76949,0,0,1,1,1,0,0,1,0,1,0,n
76950,0,1,1,1,1,0,1,0,0,1,1,y
76951,0,0,0,1,0,0,0,0,1,0,0,n
76952,0,1,0,1,1,1,1,1,0,1,1,y
76953,0,0,0,0,0,0,0,0,1,0,0,n
76954,1,1,1,1,0,1,1,1,1,0,0,y
76955,0,1,1,1,0,1,1,1,0,1,0,y
76956,0,0,1,0,0,1,0,1,0,1,0,n
76957,1,1,1,1,1,1,1,1,0,1,1,y
76958,1,0,0,1,0,0,0,1,1,0,1,n
76959,0,1,1,0,1,0,0,0,1,1,1,n
76960,1,0,1,1,1,1,0,1,1,1,1,y
76961,1,1,1,1,1,1,1,0,1,1,1,y
76962,1,0,1,1,1,0,1,1,0,0,0,y
76963,0,1,0,1,0,0,0,0,0,1,0,n
76964,0,0,1,0,0,0,1,0,1,0,0,n
76965,1,0,1,1,0,0,1,1,1,1,0,y
76966,1,1,1,1,1,0,1,1,1,0,1,y
76967,1,0,0,1,0,0,0,0,1,0,0,n
76968,0,1,1,0,1,1,1,1,0,0,0,y
76969,1,1,0,0,0,0,0,1,1,0,1,n
76970,1,0,0,1,1,1,0,0,1,1,1,y
76971,0,1,1,0,1,0,1,1,0,1,1,y
76972,1,1,1,1,1,1,1,1,1,1,1,y
76973,1,1,1,1,1,1,1,0,1,1,1,y
76974,0,0,0,0,0,0,0,0,0,0,0,n
76975,0,0,1,0,0,0,0,0,0,1,0,n
76976,0,0,0,0,0,0,0,0,1,0,0,n
